W1,W4,W5A,W5B,W5C,W5D,W5E,W5F,W5G,W6,W7A,MH2A,MH2B,MH3B,wbi,Age,age_mh,Gender,Education,Household_Income,Subjective_Income,MH1,MH4B,MH5,age_var1,MH6,MH7C,MH9A,MH9B,MH9C,MH9D,MH9E,MH9F,MH9G,MH9H,Global11Regions_1,Global11Regions_2,Global11Regions_3,Global11Regions_4,Global11Regions_5,Global11Regions_6,Global11Regions_7,Global11Regions_8,Global11Regions_9,Global11Regions_10,Global11Regions_11,EMP_2010_1,EMP_2010_2,EMP_2010_3,EMP_2010_4,EMP_2010_5,EMP_2010_6,EMP_2010_ ,EMP_2010_1.1,EMP_2010_2.1,EMP_2010_3.1,EMP_2010_4.1,EMP_2010_5.1,EMP_2010_6.1,W10_1,W10_2,W10_3,W10_99,W11A_1,W11A_2,W11A_3,W11A_4,W11A_99,Cluster
2,2,2,3,2,2,3,2,3,1,2,2,2,2,1,0.0941176470588235,2,2,1,3,0,0,0,2,0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,2,2,2,1,3,2,2,2,2,1,0,1,1,1,0.0588235294117647,1,1,1,2,0,0,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3,1,1,2,1,1,1,0,1,3,3,0,0,2,1,0.2352941176470588,2,2,1,1,2,0,0,1,1,1,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,2,2,2,1,1,3,2,1,2,0,0,0,1,0.0941176470588235,2,2,1,1,2,0,0,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,3,0,3,1,1,3,1,1,1,1,1,1,0,1,0.3999999999999999,1,1,1,2,3,0,3,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,1,1,1,1,0,0,2,1,1,0,2,0,1,0.0470588235294117,1,2,1,4,2,0,1,0,0,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,3,3,3,3,2,2,3,3,3,3,3,0,3,1,0.1176470588235294,2,1,2,3,3,2,0,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,1,2,1,2,2,2,2,2,1,0,3,3,0,1,0.1176470588235294,2,2,1,2,3,0,1,1,0,2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0.0352941176470588,0,1,1,2,3,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,3,1,0,1,0,2,1,1,0,0,0,0,1,0.0588235294117647,1,1,1,4,2,1,0,2,0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2,1,2,2,2,2,2,2,2,3,1,1,0,2,1,0.2588235294117647,2,2,1,2,3,0,2,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,1,3,1,1,1,0,1,1,0,0,0,0,0,1,0.4352941176470589,1,1,1,0,3,0,0,0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,1,3,3,3,1,1,1,1,1,0,0,0,1,0.0235294117647059,1,2,1,2,3,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,1,2,3,1,0,1,3,1,1,1,1,1,2,1,0.2117647058823529,1,1,1,2,1,0,0,1,1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,2,2,3,2,2,2,3,2,0,2,2,2,3,1,0.0117647058823529,1,2,1,3,2,0,2,2,0,1,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,0.0823529411764705,2,2,1,3,0,0,1,1,0,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,2,2,3,3,3,2,2,2,0,3,3,3,0,1,0.1529411764705882,1,2,1,3,3,0,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,0,2,0,2,0,0,2,2,2,0,2,2,0,1,0.2588235294117647,2,2,0,3,1,0,1,0,1,2,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,2,2,1,2,2,2,2,2,1,0,2,2,1,1,0.0823529411764705,1,1,2,4,2,1,1,2,0,1,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,3,1,1,1,0,1,3,0,0,1,1,0,1,0.1058823529411764,2,1,1,3,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3,3,2,0,0,3,0,0,3,0,0,1,1,0,1,0.2588235294117647,3,1,1,0,2,2,0,2,1,1,2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,1,1,1,1,2,0,3,1,1,3,1,0,1,0.0705882352941176,1,1,1,3,1,2,3,1,0,1,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6000000000000001,4,1,0,4,2,2,0,0,2,1,2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2,0,0,0,0,1,0,1,3,0,1,0,1,2,1,0.4705882352941177,4,2,1,3,1,0,0,2,2,1,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
2,1,2,1,1,0,1,0,1,1,0,0,0,0,1,0.188235294117647,2,2,1,0,3,0,0,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,2,1,0,0,1,1,0,3,0,0,0,1,0,1,0.2823529411764706,3,1,1,0,3,1,1,0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0.3294117647058823,2,1,1,1,3,0,0,0,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,1,1,1,1,2,3,1,1,0,0,0,1,0.2235294117647059,2,1,1,0,3,0,0,0,1,2,2,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2,2,1,1,1,1,0,1,1,1,1,0,0,0,1,0.2,2,1,1,3,2,2,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,1,2,3,0,2,2,0,0,1,1,1,1,0.2235294117647059,3,1,1,4,1,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
3,1,0,0,0,0,1,1,0,1,1,0,0,1,2,0.1529411764705882,2,1,0,4,1,0,1,0,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2,3,3,1,3,0,1,0,0,0,1,1,1,1,2,0.2,1,2,0,0,2,2,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2,0,1,1,0,1,0,1,3,0,0,0,0,1,2,0.2941176470588235,3,2,2,4,1,1,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
1,0,0,2,0,2,0,0,3,0,0,1,2,0,2,0.5529411764705883,4,1,1,4,1,0,0,0,2,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
3,2,1,3,3,2,2,2,3,1,3,0,3,0,2,0.4823529411764706,4,2,0,2,2,0,1,2,2,2,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,1,3,3,0,3,0,0,3,0,0,0,0,0,2,0.0588235294117647,3,2,2,3,3,0,0,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3,0,2,2,2,0,0,3,3,0,2,0,0,2,2,0.5647058823529412,1,2,0,1,3,1,2,0,2,1,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,1,1,3,1,1,1,3,0,1,3,3,0,2,0.3176470588235294,1,1,1,2,2,0,1,0,1,1,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0.3176470588235294,3,2,1,3,1,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2,0,0,3,0,2,0,3,3,2,2,0,1,2,2,0.3294117647058823,3,1,0,3,1,0,0,0,1,1,1,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,1,3,1,0,1,0,0,0,0,0,0,0,1,2,0.0588235294117647,0,2,1,4,3,0,1,1,0,2,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3,1,1,1,0,0,0,1,2,1,1,0,2,2,2,0.5176470588235293,4,2,0,2,2,1,2,0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
1,2,1,2,1,1,2,1,3,2,1,1,0,1,2,0.2235294117647059,3,2,0,0,1,0,0,1,1,1,2,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1,0,0,0,0,2,0,1,3,0,0,0,0,1,2,0.2705882352941176,2,2,2,0,2,1,0,2,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
1,2,2,3,0,2,0,3,1,0,1,0,1,2,2,0.4823529411764706,1,2,1,3,1,0,0,0,2,1,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
1,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0.5294117647058822,2,2,2,4,0,1,0,0,2,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
3,1,2,3,0,2,1,1,3,1,1,1,1,1,2,0.3999999999999999,0,2,1,2,3,0,0,0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3,1,0,2,3,0,0,0,3,0,0,0,1,0,2,0.388235294117647,3,1,0,1,3,0,0,0,1,1,1,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
1,1,1,1,0,1,0,1,1,0,1,0,3,1,2,0.3999999999999999,3,1,0,1,1,0,0,2,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
1,0,1,1,0,1,0,1,3,0,1,0,0,0,2,0.4823529411764706,3,2,1,2,2,0,1,1,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
1,0,1,3,0,3,0,1,3,0,0,0,0,2,2,0.2941176470588235,2,2,2,4,0,0,0,2,1,1,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
1,1,2,2,1,1,1,2,3,0,1,0,1,2,2,0.2823529411764706,3,2,2,0,2,1,0,2,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
2,1,1,2,1,2,1,2,2,1,0,0,2,2,2,0.1294117647058824,2,2,2,4,1,1,0,1,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3,2,2,2,2,2,0,2,3,2,2,2,2,0,2,0.3176470588235294,4,2,0,1,3,1,1,1,1,2,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,2,1,3,1,1,1,1,1,2,1,0,3,1,2,0.0352941176470588,0,1,1,1,3,1,0,1,0,1,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2,1,1,3,1,1,1,1,1,1,1,0,1,1,2,0.4941176470588235,4,1,1,0,1,1,0,2,2,1,1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
2,0,2,2,0,2,0,0,3,0,0,0,1,1,2,0.3176470588235294,1,2,2,2,1,1,0,2,1,1,1,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
3,0,0,3,0,1,0,0,3,0,1,0,1,1,2,0.3294117647058823,1,1,0,2,1,0,1,1,1,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,2,3,3,0,1,2,1,3,1,1,0,2,2,2,0.1176470588235294,0,1,1,1,3,0,0,2,0,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2,1,1,3,1,1,1,1,1,0,1,0,1,1,2,0.2941176470588235,2,2,1,2,3,1,0,0,1,1,1,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3,0,2,0,0,1,0,0,3,1,0,0,0,0,2,0.4352941176470589,4,2,0,1,3,0,0,0,2,2,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
1,0,1,3,0,1,0,0,3,0,0,0,0,0,2,0.5058823529411764,4,1,1,4,1,1,0,0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
2,0,1,3,2,3,0,1,3,2,1,1,3,0,2,0.4352941176470589,4,1,1,3,2,1,0,0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
3,1,3,1,1,1,0,1,3,0,0,0,0,0,2,0.5764705882352941,4,2,0,0,2,0,0,2,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
1,1,3,3,0,1,3,2,1,1,0,1,3,0,1,0.2470588235294117,2,2,1,1,1,0,0,0,1,2,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,1,0,0,0,3,0,0,3,0,0,0,0,1,2,0.2705882352941176,3,2,1,0,3,0,0,0,1,1,1,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
1,0,1,3,0,1,0,1,3,0,1,0,0,1,2,0.1647058823529412,1,2,2,3,1,1,0,1,0,1,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
1,1,1,3,1,0,1,2,3,2,2,0,2,0,2,0.5176470588235293,4,2,1,3,1,1,0,2,2,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
2,2,1,0,0,2,0,2,3,2,2,0,0,2,2,0.1764705882352941,2,2,1,1,1,0,1,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2,0,1,1,0,3,2,2,3,2,2,0,0,2,2,0.2,3,2,1,2,3,1,0,1,1,2,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0.3999999999999999,4,2,1,0,3,0,0,0,1,1,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
3,0,0,1,0,2,0,3,3,2,0,0,1,2,2,0.5294117647058822,4,1,1,0,3,0,0,2,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
1,2,1,3,3,1,1,3,3,1,1,0,0,1,2,0.588235294117647,3,2,1,1,1,0,1,0,2,2,1,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
2,1,0,1,0,1,0,1,3,2,1,0,3,1,2,0.3411764705882352,3,2,0,2,1,0,1,2,1,1,2,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
1,1,3,2,0,2,1,2,3,1,0,0,0,2,2,0.2235294117647059,1,2,1,1,2,1,0,0,1,1,1,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3,0,1,0,0,1,0,0,3,1,1,1,1,0,2,0.1529411764705882,1,1,1,3,1,1,1,2,0,1,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0,1,1,0,3,0,3,3,3,3,0,1,1,2,0.1529411764705882,0,1,1,1,3,0,1,2,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,1,0,0,0,0,1,3,0,0,0,1,1,2,0.388235294117647,3,2,1,0,1,0,0,1,1,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
1,1,1,3,0,1,0,0,1,0,0,1,1,0,2,0.5294117647058822,1,2,1,2,2,1,0,0,2,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
1,3,2,3,0,1,2,2,3,2,2,0,0,0,2,0.611764705882353,4,2,1,3,1,0,0,2,2,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
1,2,3,1,1,3,1,3,1,1,1,0,0,1,2,0.2,3,2,1,1,5,0,0,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2,0,0,2,0,0,0,0,3,0,1,0,0,0,2,0.388235294117647,4,2,1,4,0,1,0,1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
3,2,1,1,1,1,1,3,3,0,0,0,0,0,2,0.2352941176470588,3,2,1,1,3,1,0,2,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2,1,1,0,1,1,0,1,3,1,0,0,2,0,2,0.4588235294117647,4,2,0,1,3,1,1,1,2,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
